locus_id,chrom,sentinel_pos,confidence,label_set,gene_id,gene_name,gene_biotype,label,abs_tss_distance,tss_distance_rank,is_nearest_tss,has_any_brain_eqtl,brain_eqtl_max_slope,brain_eqtl_max_neg_log10_pval,has_re2g_link,re2g_max_score,re2g_total_elements,has_both_eqtl_and_re2g
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000178773,CPNE7,protein_coding,0,478046,35,0,1,0.2393830120563507,5.68186742345359,1,0.9999999962538156,25,1
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000275734,ENSG00000275734,lncRNA,0,382236,29,0,1,0.47235405445098877,6.756306133847888,0,0.0,0,0
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000185324,CDK10,protein_coding,0,373067,28,0,1,0.8370535373687744,25.250213274740176,1,0.9999697346030758,6,1
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000158792,SPATA2L,protein_coding,0,352099,26,0,1,0.4086315333843231,5.3180628653297495,1,0.9999905636100824,7,1
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000075399,VPS9D1,protein_coding,0,332906,23,0,1,0.632781982421875,22.05179937676882,1,0.9999885650881934,7,1
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000131165,CHMP1A,protein_coding,0,396066,31,0,1,0.4288087487220764,6.517622739550114,1,0.999967765430568,3,1
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000204991,SPIRE2,protein_coding,0,235625,21,0,1,0.6540490388870239,14.185076073776019,1,0.999988034545366,10,1
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000141002,TCF25,protein_coding,0,180234,20,0,0,0.0,-0.0,1,0.9999176627974274,3,0
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000267048,ENSG00000267048,lncRNA,0,147647,18,0,0,0.0,-0.0,0,0.0,0,0
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000258839,MC1R,protein_coding,1,141685,17,0,1,1.4793037176132202,14.864988753737956,1,0.9999960462324876,16,1
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000198211,ENSG00000198211,protein_coding,0,134639,16,0,0,0.0,-0.0,0,0.0,0,0
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000141013,GAS8,protein_coding,0,34175,4,0,1,1.2023143768310547,22.62219036119651,1,0.999998561210136,8,1
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000221819,GAS8-AS1,lncRNA,0,23903,2,0,1,1.428905725479126,24.214426357873858,0,0.0,0,0
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000260507,ENSG00000260507,lncRNA,0,52512,9,0,0,0.0,-0.0,0,0.0,0,0
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000003249,DBNDD1,protein_coding,0,33914,3,0,1,0.3086118698120117,8.21627206594642,1,0.9999999969545448,20,1
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000140995,DEF8,protein_coding,0,105107,12,0,1,0.8119469881057739,7.550200909686169,1,0.9999986904298668,7,1
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000258947,TUBB3,protein_coding,0,132412,15,0,0,0.0,-0.0,1,0.9999984967265791,10,0
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000126856,PRDM7,protein_coding,0,38268,5,0,0,0.0,-0.0,0,0.0,0,0
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000167523,SPATA33,protein_coding,0,396064,30,0,1,1.1323577165603638,24.15616553356709,1,0.9999917087296888,7,1
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000015413,DPEP1,protein_coding,0,440496,32,0,1,0.5021446943283081,5.70617974181006,0,0.0,0,0
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000158805,ZNF276,protein_coding,0,333404,24,0,1,0.6365471482276917,7.571061866164408,1,0.9999886894920618,7,1
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000187741,FANCA,protein_coding,0,236827,22,0,1,0.5251510739326477,12.69209955005626,1,0.9999908355313606,5,1
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000259006,ENSG00000259006,lncRNA,0,131142,14,0,0,0.0,-0.0,0,0.0,0,0
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000261373,VPS9D1-AS1,lncRNA,0,341948,25,0,1,1.6273194551467896,15.749918655111406,0,0.0,0,0
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000290738,URAHP,lncRNA,0,5999,1,1,0,0.0,-0.0,0,0.0,0,0
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000293510,AFG3L1P,lncRNA,0,81223,10,0,0,0.0,-0.0,0,0.0,0,0
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000290739,ENSG00000290739,lncRNA,0,39350,6,0,0,0.0,-0.0,0,0.0,0,0
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000293473,CENPBD1P,lncRNA,0,81270,11,0,0,0.0,-0.0,0,0.0,0,0
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000260528,FAM157C,lncRNA,0,47230,7,0,1,1.0794411897659302,30.706312985298535,0,0.0,0,0
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000261172,ENSG00000261172,lncRNA,0,114487,13,0,1,1.181937336921692,36.45827315402055,0,0.0,0,0
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000308383,ENSG00000308383,lncRNA,0,156484,19,0,0,0.0,-0.0,0,0.0,0,0
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000308408,ENSG00000308408,lncRNA,0,48599,8,0,0,0.0,-0.0,0,0.0,0,0
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000304919,ENSG00000304919,lncRNA,0,488064,36,0,0,0.0,-0.0,0,0.0,0,0
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000300127,ENSG00000300127,lncRNA,0,455412,34,0,0,0.0,-0.0,0,0.0,0,0
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000300148,ENSG00000300148,lncRNA,0,448045,33,0,0,0.0,-0.0,0,0.0,0,0
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000260259,LINC02166,lncRNA,0,366883,27,0,1,0.771946907043457,8.587230234213349,0,0.0,0,0
LOC_16_90053804_NEALE2_1747_2,16,90053804,Medium,otg_original,ENSG00000167526,RPL13,protein_coding,0,493127,37,0,1,0.8803589344024658,8.347434843336968,1,0.9999916040723864,3,1
LOC_8_125682133_GCST010244,8,125682133,Medium,otg_original,ENSG00000254227,ENSG00000254227,lncRNA,0,318868,13,0,0,0.0,-0.0,0,0.0,0,0
LOC_8_125682133_GCST010244,8,125682133,Medium,otg_original,ENSG00000156831,NSMCE2,protein_coding,0,590454,15,0,0,0.0,-0.0,1,0.9999928991202192,2,0
LOC_8_125682133_GCST010244,8,125682133,Medium,otg_original,ENSG00000173334,TRIB1,protein_coding,1,251775,6,0,1,0.15242968499660492,5.125476496800761,1,0.9999790255045772,7,1
LOC_8_125682133_GCST010244,8,125682133,Medium,otg_original,ENSG00000294748,ENSG00000294748,lncRNA,0,290145,9,0,0,0.0,-0.0,0,0.0,0,0
LOC_8_125682133_GCST010244,8,125682133,Medium,otg_original,ENSG00000297565,ENSG00000297565,lncRNA,0,264250,8,0,0,0.0,-0.0,0,0.0,0,0
LOC_8_125682133_GCST010244,8,125682133,Medium,otg_original,ENSG00000298859,ENSG00000298859,lncRNA,0,252127,7,0,0,0.0,-0.0,0,0.0,0,0
LOC_8_125682133_GCST010244,8,125682133,Medium,otg_original,ENSG00000253111,TRIB1AL,lncRNA,0,215194,4,0,0,0.0,-0.0,0,0.0,0,0
LOC_8_125682133_GCST010244,8,125682133,Medium,otg_original,ENSG00000302425,ENSG00000302425,lncRNA,0,137579,3,0,0,0.0,-0.0,0,0.0,0,0
LOC_8_125682133_GCST010244,8,125682133,Medium,otg_original,ENSG00000302796,ENSG00000302796,lncRNA,0,410996,14,0,0,0.0,-0.0,0,0.0,0,0
LOC_8_125682133_GCST010244,8,125682133,Medium,otg_original,ENSG00000254431,ENSG00000254431,lncRNA,0,295794,12,0,0,0.0,-0.0,0,0.0,0,0
LOC_8_125682133_GCST010244,8,125682133,Medium,otg_original,ENSG00000304067,ENSG00000304067,lncRNA,0,234867,5,0,0,0.0,-0.0,0,0.0,0,0
LOC_8_125682133_GCST010244,8,125682133,Medium,otg_original,ENSG00000253470,ENSG00000253470,lncRNA,0,68142,2,0,0,0.0,-0.0,0,0.0,0,0
LOC_8_125682133_GCST010244,8,125682133,Medium,otg_original,ENSG00000309211,ENSG00000309211,lncRNA,0,295097,11,0,0,0.0,-0.0,0,0.0,0,0
LOC_8_125682133_GCST010244,8,125682133,Medium,otg_original,ENSG00000309230,ENSG00000309230,lncRNA,0,291365,10,0,0,0.0,-0.0,0,0.0,0,0
LOC_8_125682133_GCST010244,8,125682133,Medium,otg_original,ENSG00000286122,LINC02964,lncRNA,0,33902,1,1,0,0.0,-0.0,0,0.0,0,0
LOC_8_125682133_GCST010244,8,125682133,Medium,otg_original,ENSG00000245164,LINC00861,lncRNA,0,610655,16,0,0,0.0,-0.0,0,0.0,0,0
LOC_3_53815978_GCST90038595,3,53815978,High,ot_platform,ENSG00000272886,DCP1A,protein_coding,0,468392,14,0,0,0.0,-0.0,1,0.9999864057572494,2,0
LOC_3_53815978_GCST90038595,3,53815978,High,ot_platform,ENSG00000271916,ENSG00000271916,lncRNA,0,17959,1,1,0,0.0,-0.0,0,0.0,0,0
LOC_3_53815978_GCST90038595,3,53815978,High,ot_platform,ENSG00000016391,CHDH,protein_coding,0,30441,2,0,1,0.5159801840782166,9.455163669745247,1,0.9999978479231076,10,1
LOC_3_53815978_GCST90038595,3,53815978,High,ot_platform,ENSG00000056736,IL17RB,protein_coding,0,30590,3,0,1,0.5185613036155701,6.401983318237938,1,0.999997416743678,9,1
LOC_3_53815978_GCST90038595,3,53815978,High,ot_platform,ENSG00000271976,ENSG00000271976,lncRNA,0,45598,4,0,1,0.6811578869819641,11.857853525553748,0,0.0,0,0
LOC_3_53815978_GCST90038595,3,53815978,High,ot_platform,ENSG00000113812,ACTR8,protein_coding,0,66174,5,0,1,0.7697533369064331,19.63570413973464,1,0.9999492235002956,2,1
LOC_3_53815978_GCST90038595,3,53815978,High,ot_platform,ENSG00000113811,SELENOK,protein_coding,0,75907,7,0,0,0.0,-0.0,1,0.9999912386614832,3,0
LOC_3_53815978_GCST90038595,3,53815978,High,ot_platform,ENSG00000157388,CACNA1D,protein_coding,0,487015,15,0,1,0.12599636614322662,4.999767276268845,1,0.9999961925716062,15,1
LOC_3_53815978_GCST90038595,3,53815978,High,ot_platform,ENSG00000157445,CACNA2D3,protein_coding,1,306574,11,0,0,0.0,-0.0,1,0.9999986859083428,16,0
LOC_3_53815978_GCST90038595,3,53815978,High,ot_platform,ENSG00000294156,ENSG00000294156,lncRNA,0,111336,8,0,0,0.0,-0.0,0,0.0,0,0
LOC_3_53815978_GCST90038595,3,53815978,High,ot_platform,ENSG00000294179,ENSG00000294179,lncRNA,0,218052,10,0,0,0.0,-0.0,0,0.0,0,0
LOC_3_53815978_GCST90038595,3,53815978,High,ot_platform,ENSG00000289063,ENSG00000289063,lncRNA,0,75467,6,0,1,0.5432268381118774,9.354303398402013,0,0.0,0,0
LOC_3_53815978_GCST90038595,3,53815978,High,ot_platform,ENSG00000288029,ENSG00000288029,lncRNA,0,218010,9,0,0,0.0,-0.0,0,0.0,0,0
LOC_3_53815978_GCST90038595,3,53815978,High,ot_platform,ENSG00000286353,ENSG00000286353,lncRNA,0,309399,12,0,1,1.0640051364898682,8.251913870943657,0,0.0,0,0
LOC_3_53815978_GCST90038595,3,53815978,High,ot_platform,ENSG00000307779,ENSG00000307779,lncRNA,0,444646,13,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000198837,DENND4B,protein_coding,0,256771,31,0,1,0.4371735453605652,12.764297772074794,1,0.9999983687231604,5,1
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000160741,CRTC2,protein_coding,0,268668,32,0,0,0.0,-0.0,1,0.9999931993594856,2,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000282386,ENSG00000282386,lncRNA,0,274414,34,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000273026,ENSG00000273026,lncRNA,0,276569,35,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000143578,CREB3L4,protein_coding,0,277587,36,0,1,0.16436585783958435,5.099751109015798,1,0.9999863407568516,2,1
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000143543,JTB,protein_coding,0,287727,39,0,0,0.0,-0.0,1,0.9999606205897922,2,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000285641,ENSG00000285641,protein_coding,0,296299,41,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000143545,RAB13,protein_coding,0,296411,42,0,0,0.0,-0.0,1,0.9999990730045274,3,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000177954,RPS27,protein_coding,0,300815,44,0,1,0.8658193349838257,5.197055627792142,1,0.9999936779271892,2,1
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000285779,ENSG00000285779,protein_coding,0,285940,38,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000143570,SLC39A1,protein_coding,0,278237,37,0,0,0.0,-0.0,1,0.9999964032202524,2,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000197956,S100A6,protein_coding,0,153703,24,0,1,0.23891448974609375,4.257739288149766,1,0.9999998844500604,11,1
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000196154,S100A4,protein_coding,0,139811,20,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000188015,S100A3,protein_coding,0,140689,21,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000196754,S100A2,protein_coding,0,122057,17,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000285867,ENSG00000285867,lncRNA,0,83664,13,0,1,1.5150423049926758,6.415119563181809,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000188643,S100A16,protein_coding,0,76802,12,0,1,0.10987475514411926,8.150137428147943,1,0.9999981984711098,7,1
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000189334,S100A14,protein_coding,0,72961,11,0,1,0.29709064960479736,4.402513530935638,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000160678,S100A1,protein_coding,0,62021,9,0,1,1.5855964422225952,5.026451702177871,1,0.9999675311404006,1,1
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000143553,SNAPIN,protein_coding,0,31244,4,0,1,0.2991124093532562,5.324035606446265,1,0.9999482220738888,3,1
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000196420,S100A5,protein_coding,0,148182,23,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000229699,ENSG00000229699,lncRNA,0,515429,60,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000203784,LELP1,protein_coding,0,486517,56,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000203783,PRR9,protein_coding,0,472363,55,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000203782,LORICRIN,protein_coding,0,430260,53,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000159527,PGLYRP3,protein_coding,0,376995,50,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000163218,PGLYRP4,protein_coding,0,341106,48,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000163220,S100A9,protein_coding,0,332093,47,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000163221,S100A12,protein_coding,0,314326,46,0,1,0.43359968066215515,4.322990576028387,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000143546,S100A8,protein_coding,0,298874,43,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000184330,S100A7A,protein_coding,0,273427,33,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000143556,S100A7,protein_coding,0,229296,26,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000169418,NPR1,protein_coding,1,11259,1,1,0,0.0,-0.0,1,0.9999989001215204,7,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000143624,INTS3,protein_coding,0,38103,5,0,1,0.4957015812397003,4.747303721499553,1,0.9999366249831966,2,1
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000243613,ENSG00000243613,lncRNA,0,61280,8,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000233222,ENSG00000233222,lncRNA,0,62229,10,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000143554,SLC27A3,protein_coding,0,84407,14,0,1,1.1123173236846924,8.600878769993978,1,0.9999999979257734,5,1
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000143614,GATAD2B,protein_coding,0,233413,28,0,0,0.0,-0.0,1,0.9999779778358489,4,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000143549,TPM3,protein_coding,0,504701,59,0,0,0.0,-0.0,1,0.9999997677600344,2,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000143552,NUP210L,protein_coding,0,465169,54,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000160679,CHTOP,protein_coding,0,55965,7,0,0,0.0,-0.0,1,0.999942825576557,2,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000295824,ENSG00000295824,lncRNA,0,486617,57,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000299986,ENSG00000299986,lncRNA,0,363001,49,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000300122,ENSG00000300122,lncRNA,0,491171,58,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000300617,ENSG00000300617,lncRNA,0,393183,51,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000301414,ENSG00000301414,lncRNA,0,429274,52,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000302267,ENSG00000302267,lncRNA,0,303379,45,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000272654,JTB-DT,lncRNA,0,287736,40,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000291199,ENSG00000291199,lncRNA,0,103616,15,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000284738,ENSG00000284738,lncRNA,0,233233,27,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000308776,ENSG00000308776,lncRNA,0,255366,29,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000289935,ENSG00000289935,lncRNA,0,256242,30,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000238279,ENSG00000238279,lncRNA,0,156627,25,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000306517,ENSG00000306517,lncRNA,0,144206,22,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000305696,ENSG00000305696,lncRNA,0,136514,19,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000297700,ENSG00000297700,lncRNA,0,123376,18,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000297685,ENSG00000297685,lncRNA,0,107334,16,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000301541,ENSG00000301541,lncRNA,0,31052,3,0,0,0.0,-0.0,0,0.0,0,0
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000189171,S100A13,protein_coding,0,55535,6,0,1,0.4410814046859741,39.731465637094736,1,0.9999726022280332,1,1
LOC_1_153689947_GCST90038604,1,153689947,High,ot_platform,ENSG00000143621,ILF2,protein_coding,0,18919,2,0,0,0.0,-0.0,1,0.9999737390156604,2,0
LOC_6_111284434_GCST005527,6,111284434,High,ot_platform,ENSG00000155111,CDK19,protein_coding,0,468476,21,0,1,0.5305503010749817,4.561702701330141,1,0.9999862174423184,3,1
LOC_6_111284434_GCST005527,6,111284434,High,ot_platform,ENSG00000155115,GTF3C6,protein_coding,0,325728,16,0,0,0.0,-0.0,1,0.9999906823962544,2,0
LOC_6_111284434_GCST005527,6,111284434,High,ot_platform,ENSG00000197498,RPF2,protein_coding,0,302419,11,0,1,0.421825647354126,10.297166332013198,1,0.9999984682886768,2,1
LOC_6_111284434_GCST005527,6,111284434,High,ot_platform,ENSG00000286616,ENSG00000286616,lncRNA,0,226637,10,0,1,1.6238175630569458,10.62974712234308,0,0.0,0,0
LOC_6_111284434_GCST005527,6,111284434,High,ot_platform,ENSG00000255389,ENSG00000255389,lncRNA,0,315441,13,0,1,1.5541510581970215,37.758884943580505,0,0.0,0,0
LOC_6_111284434_GCST005527,6,111284434,High,ot_platform,ENSG00000056972,TRAF3IP2,protein_coding,1,322472,14,0,1,0.3100458085536957,4.7674706565478715,1,0.9999975137449406,98,1
LOC_6_111284434_GCST005527,6,111284434,High,ot_platform,ENSG00000010810,FYN,protein_coding,0,589018,23,0,1,0.9920501708984375,4.6762073876166115,1,0.9999973676966856,11,1
LOC_6_111284434_GCST005527,6,111284434,High,ot_platform,ENSG00000112394,SLC16A10,protein_coding,0,196931,7,0,1,0.25117504596710205,4.584516144144863,1,0.9999914305052668,6,1
LOC_6_111284434_GCST005527,6,111284434,High,ot_platform,ENSG00000173214,MFSD4B,protein_coding,0,25107,3,0,1,0.500401496887207,10.2520562045074,1,0.9999959638920808,3,1
LOC_6_111284434_GCST005527,6,111284434,High,ot_platform,ENSG00000271789,ENSG00000271789,lncRNA,0,12692,1,1,0,0.0,-0.0,0,0.0,0,0
LOC_6_111284434_GCST005527,6,111284434,High,ot_platform,ENSG00000009413,REV3L,protein_coding,0,199281,9,0,1,0.34592658281326294,7.913598479951001,1,0.9999800127175276,3,1
LOC_6_111284434_GCST005527,6,111284434,High,ot_platform,ENSG00000272356,ENSG00000272356,lncRNA,0,24769,2,0,0,0.0,-0.0,0,0.0,0,0
LOC_6_111284434_GCST005527,6,111284434,High,ot_platform,ENSG00000229276,REV3L-IT1,lncRNA,0,77173,5,0,0,0.0,-0.0,0,0.0,0,0
LOC_6_111284434_GCST005527,6,111284434,High,ot_platform,ENSG00000123505,AMD1,protein_coding,0,409664,19,0,1,0.3930210471153259,4.516844062282017,1,0.9999176762595648,3,1
LOC_6_111284434_GCST005527,6,111284434,High,ot_platform,ENSG00000293956,ENSG00000293956,lncRNA,0,401805,18,0,0,0.0,-0.0,0,0.0,0,0
LOC_6_111284434_GCST005527,6,111284434,High,ot_platform,ENSG00000231046,MFSD4B-DT,lncRNA,0,25114,4,0,0,0.0,-0.0,0,0.0,0,0
LOC_6_111284434_GCST005527,6,111284434,High,ot_platform,ENSG00000295830,ENSG00000295830,lncRNA,0,121956,6,0,0,0.0,-0.0,0,0.0,0,0
LOC_6_111284434_GCST005527,6,111284434,High,ot_platform,ENSG00000298809,ENSG00000298809,lncRNA,0,325268,15,0,0,0.0,-0.0,0,0.0,0,0
LOC_6_111284434_GCST005527,6,111284434,High,ot_platform,ENSG00000298854,ENSG00000298854,lncRNA,0,302473,12,0,0,0.0,-0.0,0,0.0,0,0
LOC_6_111284434_GCST005527,6,111284434,High,ot_platform,ENSG00000298865,ENSG00000298865,lncRNA,0,350170,17,0,0,0.0,-0.0,0,0.0,0,0
LOC_6_111284434_GCST005527,6,111284434,High,ot_platform,ENSG00000298878,ENSG00000298878,lncRNA,0,409764,20,0,0,0.0,-0.0,0,0.0,0,0
LOC_6_111284434_GCST005527,6,111284434,High,ot_platform,ENSG00000231889,TRAF3IP2-AS1,lncRNA,0,198955,8,0,1,0.4182906150817871,8.915396599110363,0,0.0,0,0
LOC_6_111284434_GCST005527,6,111284434,High,ot_platform,ENSG00000298831,ENSG00000298831,lncRNA,0,469793,22,0,0,0.0,-0.0,0,0.0,0,0
LOC_6_31106253_GCST90027060,6,31106253,Medium,otg_original,ENSG00000237775,DDR1-DT,lncRNA,0,230335,30,0,0,0.0,-0.0,0,0.0,0,0
LOC_6_31106253_GCST90027060,6,31106253,Medium,otg_original,ENSG00000213780,GTF2H4,protein_coding,0,198046,28,0,1,2.0653598308563232,10.57541719904197,1,0.9999664558108288,4,1
LOC_6_31106253_GCST90027060,6,31106253,Medium,otg_original,ENSG00000288473,ENSG00000288473,lncRNA,0,198011,27,0,0,0.0,-0.0,0,0.0,0,0
LOC_6_31106253_GCST90027060,6,31106253,Medium,otg_original,ENSG00000196260,SFTA2,protein_coding,0,150617,18,0,0,0.0,-0.0,0,0.0,0,0
