locus_id,chrom,sentinel_rsid,sentinel_pos,gwas_pval,gwas_beta,regatlas_rank,regatlas_score,gene_id,gene_name,gene_biotype,abs_tss_distance,tss_distance_rank,is_nearest_tss,has_any_brain_eqtl,brain_eqtl_max_slope,brain_eqtl_max_neg_log10_pval,has_re2g_link,re2g_max_score,re2g_total_elements,has_both_eqtl_and_re2g
SCZ_LOC_15_78934551_rs3813567,15,rs3813567,78934551,1.422e-15,-0.0707980713087154,6,-0.04450945417246419,ENSG00000080644,CHRNA3,protein_coding,313256,12,0,0,0.0,-0.0,1,0.9999999974768228,10,0
SCZ_LOC_15_78934551_rs3813567,15,rs3813567,78934551,1.422e-15,-0.0707980713087154,7,-0.07182679909189249,ENSG00000235711,ANKRD34C,protein_coding,348171,15,0,0,0.0,-0.0,1,0.9999996859165796,8,0
SCZ_LOC_15_78934551_rs3813567,15,rs3813567,78934551,1.422e-15,-0.0707980713087154,8,-0.08511769238649422,ENSG00000169330,MINAR1,protein_coding,497785,28,0,0,0.0,-0.0,1,0.999994543318365,19,0
SCZ_LOC_15_78934551_rs3813567,15,rs3813567,78934551,1.422e-15,-0.0707980713087154,9,-0.1690579919166775,ENSG00000259234,ANKRD34C-AS1,lncRNA,349416,16,0,1,0.21237337589263916,15.808563259139612,1,0.9999997850037948,6,1
SCZ_LOC_15_78934551_rs3813567,15,rs3813567,78934551,1.422e-15,-0.0707980713087154,10,-0.17911795966837127,ENSG00000169684,CHRNA5,protein_coding,369031,17,0,1,1.5611604452133179,42.32295444088999,1,0.9999960730440898,8,1
SCZ_LOC_15_78934551_rs3813567,15,rs3813567,78934551,1.422e-15,-0.0707980713087154,11,-0.3071883396899845,ENSG00000041357,PSMA4,protein_coding,394146,20,0,1,0.384797066450119,7.64634066371851,1,0.999986252878631,2,1
SCZ_LOC_15_78934551_rs3813567,15,rs3813567,78934551,1.422e-15,-0.0707980713087154,12,-0.32813132786570276,ENSG00000136381,IREB2,protein_coding,497120,27,0,0,0.0,-0.0,1,0.9999813549565788,2,0
SCZ_LOC_15_78934551_rs3813567,15,rs3813567,78934551,1.422e-15,-0.0707980713087154,13,-0.3301686532827043,ENSG00000166557,TMED3,protein_coding,376561,18,0,1,0.9586368799209595,5.205681420790109,1,0.9999799692986986,4,1
SCZ_LOC_15_78934551_rs3813567,15,rs3813567,78934551,1.422e-15,-0.0707980713087154,14,-0.33403423593366666,ENSG00000188266,HYKK,protein_coding,426987,23,0,1,1.4194719791412354,10.20744030945932,1,0.999989566843445,3,1
SCZ_LOC_15_78934551_rs3813567,15,rs3813567,78934551,1.422e-15,-0.0707980713087154,15,-0.5306958339094795,ENSG00000177699,ENSG00000177699,lncRNA,44338,2,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_78934551_rs3813567,15,rs3813567,78934551,1.422e-15,-0.0707980713087154,16,-0.6854244940262295,ENSG00000259474,ENSG00000259474,lncRNA,452731,26,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_78934551_rs3813567,15,rs3813567,78934551,1.422e-15,-0.0707980713087154,16,-0.6854244940262295,ENSG00000261762,ENSG00000261762,lncRNA,343275,14,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_78934551_rs3813567,15,rs3813567,78934551,1.422e-15,-0.0707980713087154,16,-0.6854244940262295,ENSG00000292375,ENSG00000292375,lncRNA,274852,11,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_78934551_rs3813567,15,rs3813567,78934551,1.422e-15,-0.0707980713087154,16,-0.6854244940262295,ENSG00000287408,ENSG00000287408,lncRNA,402726,22,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_78934551_rs3813567,15,rs3813567,78934551,1.422e-15,-0.0707980713087154,16,-0.6854244940262295,ENSG00000290424,ENSG00000290424,lncRNA,182444,8,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_78934551_rs3813567,15,rs3813567,78934551,1.422e-15,-0.0707980713087154,16,-0.6854244940262295,ENSG00000297264,ENSG00000297264,lncRNA,394206,21,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_78934551_rs3813567,15,rs3813567,78934551,1.422e-15,-0.0707980713087154,16,-0.6854244940262295,ENSG00000297479,ENSG00000297479,lncRNA,393848,19,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_78934551_rs3813567,15,rs3813567,78934551,1.422e-15,-0.0707980713087154,16,-0.6854244940262295,ENSG00000299434,ENSG00000299434,lncRNA,441073,25,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_78934551_rs3813567,15,rs3813567,78934551,1.422e-15,-0.0707980713087154,16,-0.6854244940262295,ENSG00000289561,ENSG00000289561,lncRNA,438076,24,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_78934551_rs3813567,15,rs3813567,78934551,1.422e-15,-0.0707980713087154,16,-0.6854244940262295,ENSG00000300669,ENSG00000300669,lncRNA,155484,5,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_78934551_rs3813567,15,rs3813567,78934551,1.422e-15,-0.0707980713087154,16,-0.6854244940262295,ENSG00000300683,ENSG00000300683,lncRNA,157011,7,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_78934551_rs3813567,15,rs3813567,78934551,1.422e-15,-0.0707980713087154,16,-0.6854244940262295,ENSG00000259555,ENSG00000259555,lncRNA,314450,13,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_78934551_rs3813567,15,rs3813567,78934551,1.422e-15,-0.0707980713087154,16,-0.6854244940262295,ENSG00000290426,ENSG00000290426,lncRNA,273907,10,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_83366296_rs10906984,15,rs10906984,83366296,8.035e-11,0.0491044005063081,1,0.3378458749588831,ENSG00000294083,ENSG00000294083,lncRNA,2420,1,1,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_83366296_rs10906984,15,rs10906984,83366296,8.035e-11,0.0491044005063081,2,0.33192534257318607,ENSG00000169594,BNC1,protein_coding,81632,4,0,0,0.0,-0.0,1,0.9999910424950404,10,0
SCZ_LOC_15_83366296_rs10906984,15,rs10906984,83366296,8.035e-11,0.0491044005063081,3,0.3083938423836714,ENSG00000294066,ENSG00000294066,lncRNA,17764,2,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_83366296_rs10906984,15,rs10906984,83366296,8.035e-11,0.0491044005063081,4,0.22051521973754631,ENSG00000140600,SH3GL3,protein_coding,80932,3,0,1,0.5162747502326965,4.34678445211932,1,0.999990409276332,7,1
SCZ_LOC_15_83366296_rs10906984,15,rs10906984,83366296,8.035e-11,0.0491044005063081,5,0.14561018533140843,ENSG00000136404,TM6SF1,protein_coding,258724,10,0,1,0.3594144284725189,4.38952876710753,1,0.9999999976073202,9,1
SCZ_LOC_15_83366296_rs10906984,15,rs10906984,83366296,8.035e-11,0.0491044005063081,6,-0.04417213068544793,ENSG00000259986,ENSG00000259986,lncRNA,187140,7,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_83366296_rs10906984,15,rs10906984,83366296,8.035e-11,0.0491044005063081,7,-0.046627554948616104,ENSG00000156218,ADAMTSL3,protein_coding,287792,11,0,1,0.9730924963951111,6.416004749583388,1,0.9999939482344729,13,1
SCZ_LOC_15_83366296_rs10906984,15,rs10906984,83366296,8.035e-11,0.0491044005063081,8,-0.17486392781242094,ENSG00000166503,HDGFL3,protein_coding,158421,6,0,0,0.0,-0.0,1,0.9999999915855818,4,0
SCZ_LOC_15_83366296_rs10906984,15,rs10906984,83366296,8.035e-11,0.0491044005063081,9,-0.20228527438293148,ENSG00000103942,HOMER2,protein_coding,380143,19,0,1,0.3840962052345276,4.662804785050479,1,0.9999950948285424,13,1
SCZ_LOC_15_83366296_rs10906984,15,rs10906984,83366296,8.035e-11,0.0491044005063081,10,-0.29595209856939325,ENSG00000169609,C15orf40,protein_coding,354655,16,0,1,1.0448017120361328,38.3564712877811,1,0.999935606736352,2,1
SCZ_LOC_15_83366296_rs10906984,15,rs10906984,83366296,8.035e-11,0.0491044005063081,11,-0.3210129873151262,ENSG00000286872,ENSG00000286872,lncRNA,257542,9,0,1,0.9718583226203918,7.2651629938093585,0,0.0,0,0
SCZ_LOC_15_83366296_rs10906984,15,rs10906984,83366296,8.035e-11,0.0491044005063081,12,-0.32813132786570276,ENSG00000169612,RAMAC,protein_coding,380086,18,0,0,0.0,-0.0,1,0.9999786322559568,2,0
SCZ_LOC_15_83366296_rs10906984,15,rs10906984,83366296,8.035e-11,0.0491044005063081,13,-0.4517779003805184,ENSG00000064726,BTBD1,protein_coding,299044,12,0,1,0.49286147952079773,10.409245646580734,1,0.9999229138765526,3,1
SCZ_LOC_15_83366296_rs10906984,15,rs10906984,83366296,8.035e-11,0.0491044005063081,14,-0.6372649150097673,ENSG00000299270,ENSG00000299270,lncRNA,82497,5,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_83366296_rs10906984,15,rs10906984,83366296,8.035e-11,0.0491044005063081,15,-0.6854244940262295,ENSG00000260579,ENSG00000260579,lncRNA,251730,8,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_83366296_rs10906984,15,rs10906984,83366296,8.035e-11,0.0491044005063081,15,-0.6854244940262295,ENSG00000259805,ENSG00000259805,lncRNA,440412,20,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_83366296_rs10906984,15,rs10906984,83366296,8.035e-11,0.0491044005063081,15,-0.6854244940262295,ENSG00000273747,ENSG00000273747,lncRNA,346181,15,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_83366296_rs10906984,15,rs10906984,83366296,8.035e-11,0.0491044005063081,15,-0.6854244940262295,ENSG00000259767,ENSG00000259767,lncRNA,341960,13,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_83366296_rs10906984,15,rs10906984,83366296,8.035e-11,0.0491044005063081,15,-0.6854244940262295,ENSG00000260351,ENSG00000260351,lncRNA,343725,14,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_83366296_rs10906984,15,rs10906984,83366296,8.035e-11,0.0491044005063081,15,-0.6854244940262295,ENSG00000308606,ENSG00000308606,lncRNA,473519,21,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_83366296_rs10906984,15,rs10906984,83366296,8.035e-11,0.0491044005063081,15,-0.6854244940262295,ENSG00000260608,ENSG00000260608,lncRNA,355230,17,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,1,0.5252687024577811,ENSG00000073417,PDE8A,protein_coding,167791,7,0,1,0.14768686890602112,5.110232988695105,1,0.9999999972008004,9,1
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,2,0.20365178611959242,ENSG00000140612,SEC11A,protein_coding,431771,19,0,1,1.1485977172851562,5.450338147030686,1,0.9999642677881572,3,1
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,3,0.003855958048171286,ENSG00000197696,NMB,protein_coding,489668,23,0,1,0.3880951404571533,4.271266541580268,1,0.9999970570501632,5,1
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,4,-0.2330079235556265,ENSG00000291210,ENSG00000291210,lncRNA,86564,2,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,5,-0.2514598521835377,ENSG00000170776,AKAP13,protein_coding,232340,11,0,1,0.7166787981987,14.570330357645707,1,0.9999876319368738,4,1
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,6,-0.2770623984133541,ENSG00000177082,WDR73,protein_coding,493888,24,0,1,0.49451979994773865,9.327253688013508,1,0.999992175925316,7,1
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,7,-0.32813132786570276,ENSG00000166716,ZNF592,protein_coding,399639,16,0,0,0.0,-0.0,1,0.9999841202758322,4,0
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,8,-0.4889210045300808,ENSG00000136383,ALPK3,protein_coding,330875,14,0,1,0.4534555971622467,9.343310978697103,0,0.0,0,0
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,9,-0.5482523888334053,ENSG00000259367,AKAP13-AS1,lncRNA,522717,26,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,9,-0.5482523888334053,ENSG00000291159,ENSG00000291159,lncRNA,516791,25,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,11,-0.6008034641908612,ENSG00000291211,ENSG00000291211,lncRNA,48213,1,1,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,11,-0.6008034641908612,ENSG00000302517,ENSG00000302517,lncRNA,92179,3,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,13,-0.6372649150097673,ENSG00000296198,ENSG00000296198,lncRNA,108184,5,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,13,-0.6372649150097673,ENSG00000302523,ENSG00000302523,lncRNA,92837,4,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,13,-0.6372649150097673,ENSG00000291212,ENSG00000291212,lncRNA,232309,10,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,13,-0.6372649150097673,ENSG00000299134,ENSG00000299134,lncRNA,121885,6,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,17,-0.6854244940262295,ENSG00000259415,ENSG00000259415,lncRNA,395109,15,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,17,-0.6854244940262295,ENSG00000156222,SLC28A1,protein_coding,263577,13,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,17,-0.6854244940262295,ENSG00000286505,ENSG00000286505,lncRNA,232526,12,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,17,-0.6854244940262295,ENSG00000259654,ENSG00000259654,lncRNA,462347,21,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,17,-0.6854244940262295,ENSG00000259276,ENSG00000259276,lncRNA,479509,22,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,17,-0.6854244940262295,ENSG00000285667,ENSG00000285667,lncRNA,399978,17,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,17,-0.6854244940262295,ENSG00000305244,ENSG00000305244,lncRNA,431680,18,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,17,-0.6854244940262295,ENSG00000309500,ENSG00000309500,lncRNA,196522,9,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,17,-0.6854244940262295,ENSG00000309523,ENSG00000309523,lncRNA,183291,8,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_85148231_rs11638554,15,rs11638554,85148231,1.679e-13,0.0644010116835795,17,-0.6854244940262295,ENSG00000259375,ENSG00000259375,lncRNA,432151,20,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,1,0.8146131518023778,ENSG00000242498,ARPIN,protein_coding,12600,3,0,1,0.37771132588386536,7.313163235916105,1,0.9999995640246168,8,1
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,2,0.743602607837297,ENSG00000250021,ARPIN-AP3S2,protein_coding,12530,2,0,0,0.0,-0.0,1,0.9999985163964642,2,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,3,0.31225244334094265,ENSG00000157823,AP3S2,protein_coding,5714,1,1,1,0.7149457931518555,28.554279855671993,1,0.9999654356567028,2,1
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,4,0.197197410668387,ENSG00000140548,ZNF710,protein_coding,100972,10,0,1,0.5444807410240173,6.124969748145757,1,0.9999859163965504,24,1
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,5,0.14443526402020287,ENSG00000255571,MIR9-3HG,lncRNA,538773,48,0,0,0.0,-0.0,1,0.9999982750565664,63,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,6,0.13600487129131192,ENSG00000166813,KIF7,protein_coding,237266,22,0,0,0.0,-0.0,1,0.9999985496578112,13,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,7,0.06781833496537118,ENSG00000140519,RHCG,protein_coding,403763,38,0,1,0.4348595440387726,7.278550680870996,1,0.9999953730320302,72,1
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,8,0.022689602552494803,ENSG00000213471,TTLL13,protein_coding,349178,29,0,1,1.1103720664978027,21.784862822957745,1,0.999998779719748,9,1
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,9,-0.009008719263000753,ENSG00000185033,SEMA4B,protein_coding,260252,23,0,1,0.4708475172519684,6.254745027550931,1,0.9999946648155488,21,1
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,10,-0.02819272739671207,ENSG00000188095,MESP2,protein_coding,139761,13,0,0,0.0,-0.0,1,0.9999916927061514,11,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,11,-0.08431883887515214,ENSG00000185043,CIB1,protein_coding,333695,27,0,1,0.2353897988796234,12.755921864149705,1,0.9999630312978146,2,1
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,12,-0.08771114431014806,ENSG00000299833,ENSG00000299833,lncRNA,37911,4,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,13,-0.1912955920271201,ENSG00000196391,ZNF774,protein_coding,451932,41,0,1,0.4607120752334595,6.24064807520714,1,0.9999917772391024,2,1
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,14,-0.203999947299547,ENSG00000182054,IDH2,protein_coding,202125,17,0,1,0.17263323068618774,4.570227077034512,1,0.9999930573277288,12,1
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,15,-0.23182152407780127,ENSG00000183208,GDPGP1,protein_coding,333456,26,0,1,0.9532608389854431,14.386268346732198,1,0.9999890811493312,6,1
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,16,-0.2376367021314146,ENSG00000166821,PEX11A,protein_coding,209569,20,0,1,0.6796932816505432,4.727956932745396,1,0.9999978786168716,4,1
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,17,-0.253709427084227,ENSG00000166823,MESP1,protein_coding,149103,14,0,1,1.0975559949874878,8.099172635707506,1,0.9999902917538214,9,1
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,18,-0.2693296902059953,ENSG00000140527,WDR93,protein_coding,209541,19,0,0,0.0,-0.0,1,0.9999991366040204,4,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,19,-0.28912867374603174,ENSG00000140575,IQGAP1,protein_coding,487890,42,0,1,0.7378079295158386,49.592550032640325,1,0.9999704114772036,2,1
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,20,-0.37104876240144863,ENSG00000261478,ENSG00000261478,lncRNA,391391,37,0,1,1.305764079093933,41.02503523964944,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,21,-0.3752309417131314,ENSG00000182768,NGRN,protein_coding,365307,32,0,1,0.8102912306785583,6.304300543767188,1,0.9999885085795256,3,1
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,22,-0.3879420110691086,ENSG00000140534,TICRR,protein_coding,324883,25,0,1,0.35626113414764404,7.37709402947383,1,0.9999949117761804,3,1
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,23,-0.4619676059639924,ENSG00000259291,ZNF710-AS1,lncRNA,181855,15,0,1,0.4205169379711151,7.947830899488011,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,24,-0.47095624269880776,ENSG00000259685,IDH2-DT,lncRNA,202241,18,0,1,0.5985100865364075,15.112741513142232,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,25,-0.4889210045300808,ENSG00000166819,PLIN1,protein_coding,220925,21,0,1,0.3273433446884155,9.218358493166162,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,26,-0.5482523888334053,ENSG00000259177,ENSG00000259177,lncRNA,497529,45,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,26,-0.5482523888334053,ENSG00000289128,ENSG00000289128,lncRNA,500188,47,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,26,-0.5482523888334053,ENSG00000306389,ENSG00000306389,lncRNA,499529,46,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,26,-0.5482523888334053,ENSG00000306438,ENSG00000306438,lncRNA,492597,44,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,30,-0.6372649150097673,ENSG00000166825,ANPEP,protein_coding,84951,7,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,30,-0.6372649150097673,ENSG00000273691,ENSG00000273691,lncRNA,124603,11,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,30,-0.6372649150097673,ENSG00000295020,ENSG00000295020,lncRNA,78966,6,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,30,-0.6372649150097673,ENSG00000298623,ENSG00000298623,lncRNA,96172,8,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,30,-0.6372649150097673,ENSG00000306205,ENSG00000306205,lncRNA,100417,9,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,30,-0.6372649150097673,ENSG00000309486,ENSG00000309486,lncRNA,77618,5,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,36,-0.6643486936178193,ENSG00000298906,ENSG00000298906,lncRNA,135730,12,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,37,-0.6854244940262295,ENSG00000259561,ENSG00000259561,lncRNA,195687,16,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,37,-0.6854244940262295,ENSG00000284626,ENSG00000284626,protein_coding,333848,28,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,37,-0.6854244940262295,ENSG00000261147,ENSG00000261147,protein_coding,349204,30,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,37,-0.6854244940262295,ENSG00000275674,ENSG00000275674,protein_coding,365965,33,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,37,-0.6854244940262295,ENSG00000275345,ENSG00000275345,lncRNA,381506,35,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,37,-0.6854244940262295,ENSG00000259218,LINC00928,lncRNA,376303,34,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,37,-0.6854244940262295,ENSG00000259713,ENSG00000259713,lncRNA,381829,36,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,37,-0.6854244940262295,ENSG00000259615,ENSG00000259615,lncRNA,318055,24,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,37,-0.6854244940262295,ENSG00000306404,ENSG00000306404,lncRNA,490304,43,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,37,-0.6854244940262295,ENSG00000310483,ENSG00000310483,lncRNA,436854,39,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,37,-0.6854244940262295,ENSG00000310494,ENSG00000310494,lncRNA,359749,31,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_89900352_rs879714,15,rs879714,89900352,3.795e-09,0.0463968262292078,37,-0.6854244940262295,ENSG00000310490,ENSG00000310490,lncRNA,448657,40,0,0,0.0,-0.0,0,0.0,0,0
SCZ_LOC_15_91426560_rs4702,15,rs4702,91426560,1.757e-23,0.0789960062264979,1,0.20088485977749468,ENSG00000258551,CRAT37,lncRNA,52879,2,0,0,0.0,-0.0,0,0.0,0,0
